Time,Humditiy
2023-03-27-5:8,45.79
2023-03-27-5:23,42.93
2023-03-27-5:38,42.69
2023-03-27-5:53,50.58
2023-03-27-6:8,44.02
2023-03-27-6:23,44.78
2023-03-27-6:38,50.36
2023-03-27-6:53,53.74
2023-03-27-7:8,45.24
2023-03-27-7:24,41.61
2023-03-27-7:39,52.07
2023-03-27-7:54,50.07
2023-03-27-8:9,43.54
2023-03-27-8:24,54.05
2023-03-27-8:39,42.57
2023-03-27-8:54,45.22
2023-03-27-9:9,47.66
2023-03-27-9:24,44.4
2023-03-27-9:39,51.88
2023-03-27-9:54,45.43
2023-03-27-10:9,51.46
2023-03-27-10:24,44.84
2023-03-27-10:39,43.74
2023-03-27-10:54,42.25
2023-03-27-11:9,49.23
2023-03-27-11:24,54.18
2023-03-27-11:39,48.47
2023-03-27-11:55,46.9
2023-03-27-12:10,52.2
2023-03-27-12:25,51.6
2023-03-27-12:40,45.61
2023-03-27-12:55,44.52
2023-03-27-13:10,53.3
2023-03-27-13:25,47.37
2023-03-27-13:40,52.06
2023-03-27-13:55,42.47
2023-03-27-14:10,45.92
2023-03-27-14:25,50.74
2023-03-27-14:40,53.42
2023-03-27-14:55,48.32
2023-03-27-15:10,52.93
2023-03-27-15:25,42.47
2023-03-27-15:40,46.75
2023-03-27-15:55,44.6
2023-03-27-16:10,46.8
2023-03-27-16:25,50.82
2023-03-27-16:40,45.9
2023-03-27-16:55,48.91
2023-03-27-17:10,48.2
2023-03-27-17:25,54.31
2023-03-27-17:41,48.31
2023-03-27-17:56,54.5
2023-03-27-18:11,43.95
2023-03-27-18:26,41.52
2023-03-27-18:41,50.76
2023-03-27-18:56,50.94
2023-03-27-19:11,50.45
2023-03-27-19:26,47.51
2023-03-27-19:41,47.55
2023-03-27-19:56,43.13
2023-03-27-20:11,44.66
2023-03-27-20:26,42.65
2023-03-27-20:41,42.24
2023-03-27-20:56,44.41
2023-03-27-21:11,41.54
2023-03-27-21:27,46.51
2023-03-27-21:42,54.44
2023-03-27-21:57,52.76
2023-03-27-22:12,41.66
2023-03-27-22:27,52.64
2023-03-27-22:42,51.44
2023-03-27-22:57,42.92
2023-03-27-23:12,42.26
2023-03-27-23:27,41.66
2023-03-27-23:42,49.67
2023-03-27-23:57,53.17
2023-03-28-0:7,52.39
2023-03-28-0:22,41.79
2023-03-28-0:37,52.2
2023-03-28-0:52,47.28
2023-03-28-1:7,46.83
2023-03-28-1:22,45.98
2023-03-28-1:37,42.21
2023-03-28-1:53,45.35
2023-03-28-2:8,41.64
2023-03-28-2:23,53.46
2023-03-28-2:38,41.11
2023-03-28-2:53,45.6
2023-03-28-3:8,50.36
2023-03-28-3:23,51.22
2023-03-28-3:38,52.22
2023-03-28-3:53,47.15
2023-03-28-4:8,52.24
2023-03-28-4:23,42.99
2023-03-28-4:38,41.23
2023-03-28-4:53,48.39
2023-03-28-5:8,45.79
2023-03-28-5:23,42.93
2023-03-28-5:38,42.69
2023-03-28-5:53,50.58
2023-03-28-6:8,44.02
2023-03-28-6:23,44.78
2023-03-28-6:38,50.36
2023-03-28-6:53,53.74
2023-03-28-7:8,45.24
2023-03-28-7:24,41.61
2023-03-28-7:39,52.07
2023-03-28-7:54,50.07
2023-03-28-8:9,43.54
2023-03-28-8:24,54.05
2023-03-28-8:39,42.57
2023-03-28-8:54,45.22
2023-03-28-9:9,47.66
2023-03-28-9:24,44.4
2023-03-28-9:39,51.88
2023-03-28-9:54,45.43
2023-03-28-10:9,51.46
2023-03-28-10:24,44.84
2023-03-28-10:39,43.74
2023-03-28-10:54,42.25
2023-03-28-11:9,49.23
2023-03-28-11:24,54.18
2023-03-28-11:39,48.47
2023-03-28-11:55,46.9
2023-03-28-12:10,52.2
2023-03-28-12:25,51.6
2023-03-28-12:40,45.61
2023-03-28-12:55,44.52
2023-03-28-13:10,53.3
2023-03-28-13:25,47.37
2023-03-28-13:40,52.06
2023-03-28-13:55,42.47
2023-03-28-14:10,45.92
2023-03-28-14:25,50.74
2023-03-28-14:40,53.42
2023-03-28-14:55,48.32
2023-03-28-15:10,52.93
2023-03-28-15:25,42.47
2023-03-28-15:40,46.75
2023-03-28-15:55,44.6
2023-03-28-16:10,46.8
2023-03-28-16:25,50.82
2023-03-28-16:40,45.9
2023-03-28-16:55,48.91
2023-03-28-17:10,48.2
2023-03-28-17:25,54.31
2023-03-28-17:41,48.31
2023-03-28-17:56,54.5
2023-03-28-18:11,43.95
2023-03-28-18:26,41.52
2023-03-28-18:41,50.76
2023-03-28-18:56,50.94
2023-03-28-19:11,50.45
2023-03-28-19:26,47.51
2023-03-28-19:41,47.55
2023-03-28-19:56,43.13
2023-03-28-20:11,44.66
2023-03-28-20:26,42.65
2023-03-28-20:41,42.24
2023-03-28-20:56,44.41
2023-03-28-21:11,41.54
2023-03-28-21:27,46.51
2023-03-28-21:42,54.44
2023-03-28-21:57,52.76
2023-03-28-22:12,41.66
2023-03-28-22:27,52.64
2023-03-28-22:42,51.44
2023-03-28-22:57,42.92
2023-03-28-23:12,42.26
2023-03-28-23:27,41.66
2023-03-28-23:42,49.67
2023-03-28-23:57,53.17
2023-03-29-0:7,52.39
2023-03-29-0:22,41.79
2023-03-29-0:37,52.2
2023-03-29-0:52,47.28
2023-03-29-1:7,46.83
2023-03-29-1:22,45.98
2023-03-29-1:37,42.21
2023-03-29-1:53,45.35
2023-03-29-2:8,41.64
2023-03-29-2:23,53.46
2023-03-29-2:38,41.11
2023-03-29-2:53,45.6
2023-03-29-3:8,50.36
2023-03-29-3:23,51.22
2023-03-29-3:38,52.22
2023-03-29-3:53,47.15
2023-03-29-4:8,52.24
2023-03-29-4:23,42.99
2023-03-29-4:38,41.23
2023-03-29-4:53,48.39
2023-03-29-5:8,45.79
2023-03-29-5:23,42.93
2023-03-29-5:38,42.69
2023-03-29-5:53,50.58
2023-03-29-6:8,44.02
2023-03-29-6:23,44.78
2023-03-29-6:38,50.36
2023-03-29-6:53,53.74
2023-03-29-7:8,45.24
2023-03-29-7:24,41.61
2023-03-29-7:39,52.07
2023-03-29-7:54,50.07
2023-03-29-8:9,43.54
2023-03-29-8:24,54.05
2023-03-29-8:39,42.57
2023-03-29-8:54,45.22
2023-03-29-9:9,47.66
2023-03-29-9:24,44.4
2023-03-29-9:39,51.88
2023-03-29-9:54,45.43
2023-03-29-10:9,51.46
2023-03-29-10:24,44.84
2023-03-29-10:39,43.74
2023-03-29-10:54,42.25
2023-03-29-11:9,49.23
2023-03-29-11:24,54.18
2023-03-29-11:39,48.47
2023-03-29-11:55,46.9
2023-03-29-12:10,52.2
2023-03-29-12:25,51.6
2023-03-29-12:40,45.61
2023-03-29-12:55,44.52
2023-03-29-13:10,53.3
2023-03-29-13:25,47.37
2023-03-29-13:40,52.06
2023-03-29-13:55,42.47
2023-03-29-14:10,45.92
2023-03-29-14:25,50.74
2023-03-29-14:40,53.42
2023-03-29-14:55,48.32
2023-03-29-15:10,52.93
2023-03-29-15:25,42.47
2023-03-29-15:40,46.75
2023-03-29-15:55,44.6
2023-03-29-16:10,46.8
2023-03-29-16:25,50.82
2023-03-29-16:40,45.9
2023-03-29-16:55,48.91
2023-03-29-17:10,48.2
2023-03-29-17:25,54.31
2023-03-29-17:41,48.31
2023-03-29-17:56,54.5
2023-03-29-18:11,43.95
2023-03-29-18:26,41.52
2023-03-29-18:41,50.76
2023-03-29-18:56,50.94
2023-03-29-19:11,50.45
2023-03-29-19:26,47.51
2023-03-29-19:41,47.55
2023-03-29-19:56,43.13
2023-03-29-20:11,44.66
2023-03-29-20:26,42.65
2023-03-29-20:41,42.24
2023-03-29-20:56,44.41
2023-03-29-21:11,41.54
2023-03-29-21:27,46.51
2023-03-29-21:42,54.44
2023-03-29-21:57,52.76
2023-03-29-22:12,41.66
2023-03-29-22:27,52.64
2023-03-29-22:42,51.44
2023-03-29-22:57,42.92
2023-03-29-23:12,42.26
2023-03-29-23:27,41.66
2023-03-29-23:42,49.67
2023-03-29-23:57,53.17
2023-03-30-0:7,52.39
2023-03-30-0:22,41.79
2023-03-30-0:37,52.2
2023-03-30-0:52,47.28
2023-03-30-1:7,46.83
2023-03-30-1:22,45.98
2023-03-30-1:37,42.21
2023-03-30-1:53,45.35
2023-03-30-2:8,41.64
2023-03-30-2:23,53.46
2023-03-30-2:38,41.11
2023-03-30-2:53,45.6
2023-03-30-3:8,50.36
2023-03-30-3:23,51.22
2023-03-30-3:38,52.22
2023-03-30-3:53,47.15
2023-03-30-4:8,52.24
2023-03-30-4:23,42.99
2023-03-30-4:38,41.23
2023-03-30-4:53,48.39
2023-03-30-5:8,45.79
2023-03-30-5:23,42.93
2023-03-30-5:38,42.69
2023-03-30-5:53,50.58
2023-03-30-6:8,44.02
2023-03-30-6:23,44.78
2023-03-30-6:38,50.36
2023-03-30-6:53,53.74
2023-03-30-7:8,45.24
2023-03-30-7:24,41.61
2023-03-30-7:39,52.07
2023-03-30-7:54,50.07
2023-03-30-8:9,43.54
2023-03-30-8:24,54.05
2023-03-30-8:39,42.57
2023-03-30-8:54,45.22
2023-03-30-9:9,47.66
2023-03-30-9:24,44.4
2023-03-30-9:39,51.88
2023-03-30-9:54,45.43
2023-03-30-10:9,51.46
2023-03-30-10:24,44.84
2023-03-30-10:39,43.74
2023-03-30-10:54,42.25
2023-03-30-11:9,49.23
2023-03-30-11:24,54.18
2023-03-30-11:39,48.47
2023-03-30-11:55,46.9
2023-03-30-12:10,52.2
2023-03-30-12:25,51.6
2023-03-30-12:40,45.61
2023-03-30-12:55,44.52
2023-03-30-13:10,53.3
2023-03-30-13:25,47.37
2023-03-30-13:40,52.06
2023-03-30-13:55,42.47
2023-03-30-14:10,45.92
2023-03-30-14:25,50.74
2023-03-30-14:40,53.42
2023-03-30-14:55,48.32
2023-03-30-15:10,52.93
2023-03-30-15:25,42.47
2023-03-30-15:40,46.75
2023-03-30-15:55,44.6
2023-03-30-16:10,46.8
2023-03-30-16:25,50.82
2023-03-30-16:40,45.9
2023-03-30-16:55,48.91
2023-03-30-17:10,48.2
2023-03-30-17:25,54.31
2023-03-30-17:41,48.31
2023-03-30-17:56,54.5
2023-03-30-18:11,43.95
2023-03-30-18:26,41.52
2023-03-30-18:41,50.76
2023-03-30-18:56,50.94
2023-03-30-19:11,50.45
2023-03-30-19:26,47.51
2023-03-30-19:41,47.55
2023-03-30-19:56,43.13
2023-03-30-20:11,44.66
2023-03-30-20:26,42.65
2023-03-30-20:41,42.24
2023-03-30-20:56,44.41
2023-03-30-21:11,41.54
2023-03-30-21:27,46.51
2023-03-30-21:42,54.44
2023-03-30-21:57,52.76
2023-03-30-22:12,41.66
2023-03-30-22:27,52.64
2023-03-30-22:42,51.44
2023-03-30-22:57,42.92
2023-03-30-23:12,42.26
2023-03-30-23:27,41.66
2023-03-30-23:42,49.67
2023-03-30-23:57,53.17
2023-03-31-0:7,52.39
2023-03-31-0:22,41.79
2023-03-31-0:37,52.2
2023-03-31-0:52,47.28
2023-03-31-1:7,46.83
2023-03-31-1:22,45.98
2023-03-31-1:37,42.21
2023-03-31-1:53,45.35
2023-03-31-2:8,41.64
2023-03-31-2:23,53.46
2023-03-31-2:38,41.11
2023-03-31-2:53,45.6
2023-03-31-3:8,50.36
2023-03-31-3:23,51.22
2023-03-31-3:38,52.22
2023-03-31-3:53,47.15
2023-03-31-4:8,52.24
2023-03-31-4:23,42.99
2023-03-31-4:38,41.23
2023-03-31-4:53,48.39
2023-03-31-5:8,45.79
2023-03-31-5:23,42.93
2023-03-31-5:38,42.69
2023-03-31-5:53,50.58
2023-03-31-6:8,44.02
2023-03-31-6:23,44.78
2023-03-31-6:38,50.36
2023-03-31-6:53,53.74
2023-03-31-7:8,45.24
2023-03-31-7:24,41.61
2023-03-31-7:39,52.07
2023-03-31-7:54,50.07
2023-03-31-8:9,43.54
2023-03-31-8:24,54.05
2023-03-31-8:39,42.57
2023-03-31-8:54,45.22
2023-03-31-9:9,47.66
2023-03-31-9:24,44.4
2023-03-31-9:39,51.88
2023-03-31-9:54,45.43
2023-03-31-10:9,51.46
2023-03-31-10:24,44.84
2023-03-31-10:39,43.74
2023-03-31-10:54,42.25
2023-03-31-11:9,49.23
2023-03-31-11:24,54.18
2023-03-31-11:39,48.47
2023-03-31-11:55,46.9
2023-03-31-12:10,52.2
2023-03-31-12:25,51.6
2023-03-31-12:40,45.61
2023-03-31-12:55,44.52
2023-03-31-13:10,53.3
2023-03-31-13:25,47.37
2023-03-31-13:40,52.06
2023-03-31-13:55,42.47
2023-03-31-14:10,45.92
2023-03-31-14:25,50.74
2023-03-31-14:40,53.42
2023-03-31-14:55,48.32
2023-03-31-15:10,52.93
2023-03-31-15:25,42.47
2023-03-31-15:40,46.75
2023-03-31-15:55,44.6
2023-03-31-16:10,46.8
2023-03-31-16:25,50.82
2023-03-31-16:40,45.9
2023-03-31-16:55,48.91
2023-03-31-17:10,48.2
2023-03-31-17:25,54.31
2023-03-31-17:41,48.31
2023-03-31-17:56,54.5
2023-03-31-18:11,43.95
2023-03-31-18:26,41.52
2023-03-31-18:41,50.76
2023-03-31-18:56,50.94
2023-03-31-19:11,50.45
2023-03-31-19:26,47.51
2023-03-31-19:41,47.55
2023-03-31-19:56,43.13
2023-03-31-20:11,44.66
2023-03-31-20:26,42.65
2023-03-31-20:41,42.24
2023-03-31-20:56,44.41
2023-03-31-21:11,41.54
2023-03-31-21:27,46.51
2023-03-31-21:42,54.44
2023-03-31-21:57,52.76
2023-03-31-22:12,41.66
2023-03-31-22:27,52.64
2023-03-31-22:42,51.44
2023-03-31-22:57,42.92
2023-03-31-23:12,42.26
2023-03-31-23:27,41.66
2023-03-31-23:42,49.67
2023-03-31-23:57,53.17
2023-04-01-0:7,52.39
2023-04-01-0:22,41.79
2023-04-01-0:37,52.2
2023-04-01-0:52,47.28
2023-04-01-1:7,46.83
2023-04-01-1:22,45.98
2023-04-01-1:37,42.21
2023-04-01-1:53,45.35
2023-04-01-2:8,41.64
2023-04-01-2:23,53.46
2023-04-01-2:38,41.11
2023-04-01-2:53,45.6
2023-04-01-3:8,50.36
2023-04-01-3:23,51.22
2023-04-01-3:38,52.22
2023-04-01-3:53,47.15
2023-04-01-4:8,52.24
2023-04-01-4:23,42.99
2023-04-01-4:38,41.23
2023-04-01-4:53,48.39
2023-04-01-5:8,45.79
2023-04-01-5:23,42.93
2023-04-01-5:38,42.69
2023-04-01-5:53,50.58
2023-04-01-6:8,44.02
2023-04-01-6:23,44.78
2023-04-01-6:38,50.36
2023-04-01-6:53,53.74
2023-04-01-7:8,45.24
2023-04-01-7:24,41.61
2023-04-01-7:39,52.07
2023-04-01-7:54,50.07
2023-04-01-8:9,43.54
2023-04-01-8:24,54.05
2023-04-01-8:39,42.57
2023-04-01-8:54,45.22
2023-04-01-9:9,47.66
2023-04-01-9:24,44.4
2023-04-01-9:39,51.88
2023-04-01-9:54,45.43
2023-04-01-10:9,51.46
2023-04-01-10:24,44.84
2023-04-01-10:39,43.74
2023-04-01-10:54,42.25
2023-04-01-11:9,49.23
2023-04-01-11:24,54.18
2023-04-01-11:39,48.47
2023-04-01-11:55,46.9
2023-04-01-12:10,52.2
2023-04-01-12:25,51.6
2023-04-01-12:40,45.61
2023-04-01-12:55,44.52
2023-04-01-13:10,53.3
2023-04-01-13:25,47.37
2023-04-01-13:40,52.06
2023-04-01-13:55,42.47
2023-04-01-14:10,45.92
2023-04-01-14:25,50.74
2023-04-01-14:40,53.42
2023-04-01-14:55,48.32
2023-04-01-15:10,52.93
2023-04-01-15:25,42.47
2023-04-01-15:40,46.75
2023-04-01-15:55,44.6
2023-04-01-16:10,46.8
2023-04-01-16:25,50.82
2023-04-01-16:40,45.9
2023-04-01-16:55,48.91
2023-04-01-17:10,48.2
2023-04-01-17:25,54.31
2023-04-01-17:41,48.31
2023-04-01-17:56,54.5
2023-04-01-18:11,43.95
2023-04-01-18:26,41.52
2023-04-01-18:41,50.76
2023-04-01-18:56,50.94
2023-04-01-19:11,50.45
2023-04-01-19:26,47.51
2023-04-01-19:41,47.55
2023-04-01-19:56,43.13
2023-04-01-20:11,44.66
2023-04-01-20:26,42.65
2023-04-01-20:41,42.24
2023-04-01-20:56,44.41
2023-04-01-21:11,41.54
2023-04-01-21:27,46.51
2023-04-01-21:42,54.44
2023-04-01-21:57,52.76
2023-04-01-22:12,41.66
2023-04-01-22:27,52.64
2023-04-01-22:42,51.44
2023-04-01-22:57,42.92
2023-04-01-23:12,42.26
2023-04-01-23:27,41.66
2023-04-01-23:42,49.67
2023-04-01-23:57,53.17
2023-04-02-0:7,52.39
2023-04-02-0:22,41.79
2023-04-02-0:37,52.2
2023-04-02-0:52,47.28
2023-04-02-1:7,46.83
2023-04-02-1:22,45.98
2023-04-02-1:37,42.21
2023-04-02-1:53,45.35
2023-04-02-2:8,41.64
2023-04-02-2:23,53.46
2023-04-02-2:38,41.11
2023-04-02-2:53,45.6
2023-04-02-3:8,50.36
2023-04-02-3:23,51.22
2023-04-02-3:38,52.22
2023-04-02-3:53,47.15
2023-04-02-4:8,52.24
2023-04-02-4:23,42.99
2023-04-02-4:38,41.23
2023-04-02-4:53,48.39
2023-04-02-5:8,45.79
2023-04-02-5:23,42.93
2023-04-02-5:38,42.69
2023-04-02-5:53,50.58
2023-04-02-6:8,44.02
2023-04-02-6:23,44.78
2023-04-02-6:38,50.36
2023-04-02-6:53,53.74
2023-04-02-7:8,45.24
2023-04-02-7:24,41.61
2023-04-02-7:39,52.07
2023-04-02-7:54,50.07
2023-04-02-8:9,43.54
2023-04-02-8:24,54.05
2023-04-02-8:39,42.57
2023-04-02-8:54,45.22
2023-04-02-9:9,47.66
2023-04-02-9:24,44.4
2023-04-02-9:39,51.88
2023-04-02-9:54,45.43
2023-04-02-10:9,51.46
2023-04-02-10:24,44.84
2023-04-02-10:39,43.74
2023-04-02-10:54,42.25
2023-04-02-11:9,49.23
2023-04-02-11:24,54.18
2023-04-02-11:39,48.47
2023-04-02-11:55,46.9
2023-04-02-12:10,52.2
2023-04-02-12:25,51.6
2023-04-02-12:40,45.61
2023-04-02-12:55,44.52
2023-04-02-13:10,53.3
2023-04-02-13:25,47.37
2023-04-02-13:40,52.06
2023-04-02-13:55,42.47
2023-04-02-14:10,45.92
2023-04-02-14:25,50.74
2023-04-02-14:40,53.42
2023-04-02-14:55,48.32
2023-04-02-15:10,52.93
2023-04-02-15:25,42.47
2023-04-02-15:40,46.75
2023-04-02-15:55,44.6
2023-04-02-16:10,46.8
2023-04-02-16:25,50.82
2023-04-02-16:40,45.9
2023-04-02-16:55,48.91
2023-04-02-17:10,48.2
2023-04-02-17:25,54.31
2023-04-02-17:41,48.31
2023-04-02-17:56,54.5
2023-04-02-18:11,43.95
2023-04-02-18:26,41.52
2023-04-02-18:41,50.76
2023-04-02-18:56,50.94
2023-04-02-19:11,50.45
2023-04-02-19:26,47.51
2023-04-02-19:41,47.55
2023-04-02-19:56,43.13
2023-04-02-20:11,44.66
2023-04-02-20:26,42.65
2023-04-02-20:41,42.24
2023-04-02-20:56,44.41
2023-04-02-21:11,41.54
2023-04-02-21:27,46.51
2023-04-02-21:42,54.44
2023-04-02-21:57,52.76
2023-04-02-22:12,41.66
2023-04-02-22:27,52.64
2023-04-02-22:42,51.44
2023-04-02-22:57,42.92
2023-04-02-23:12,42.26
2023-04-02-23:27,41.66
2023-04-02-23:42,49.67
2023-04-02-23:57,53.17
2023-04-03-0:7,52.39
2023-04-03-0:22,41.79
2023-04-03-0:37,52.2
2023-04-03-0:52,47.28
2023-04-03-1:7,46.83
2023-04-03-1:22,45.98
2023-04-03-1:37,42.21
2023-04-03-1:53,45.35
2023-04-03-2:8,41.64
2023-04-03-2:23,53.46
2023-04-03-2:38,41.11
2023-04-03-2:53,45.6
2023-04-03-3:8,50.36
2023-04-03-3:23,51.22
2023-04-03-3:38,52.22
2023-04-03-3:53,47.15
2023-04-03-4:8,52.24
2023-04-03-4:23,42.99
2023-04-03-4:38,41.23
2023-04-03-4:53,48.39
2023-04-03-5:8,45.79
2023-04-03-5:23,42.93
2023-04-03-5:38,42.69
2023-04-03-5:53,50.58
2023-04-03-6:8,44.02
2023-04-03-6:23,44.78
2023-04-03-6:38,50.36
2023-04-03-6:53,53.74
2023-04-03-7:8,45.24
2023-04-03-7:24,41.61
2023-04-03-7:39,52.07
2023-04-03-7:54,50.07
2023-04-03-8:9,43.54
2023-04-03-8:24,54.05
2023-04-03-8:39,42.57
2023-04-03-8:54,45.22
2023-04-03-9:9,47.66
2023-04-03-9:24,44.4
2023-04-03-9:39,51.88
2023-04-03-9:54,45.43
2023-04-03-10:9,51.46
2023-04-03-10:24,44.84
2023-04-03-10:39,43.74
2023-04-03-10:54,42.25
2023-04-03-11:9,49.23
2023-04-03-11:24,54.18
2023-04-03-11:39,48.47
2023-04-03-11:55,46.9
2023-04-03-12:10,52.2
2023-04-03-12:25,51.6
2023-04-03-12:40,45.61
2023-04-03-12:55,44.52
2023-04-03-13:10,53.3
2023-04-03-13:25,47.37
2023-04-03-13:40,52.06
2023-04-03-13:55,42.47
2023-04-03-14:10,45.92
2023-04-03-14:25,50.74
2023-04-03-14:40,53.42
2023-04-03-14:55,48.32
2023-04-03-15:10,52.93
2023-04-03-15:25,42.47
2023-04-03-15:40,46.75
2023-04-03-15:55,44.6
2023-04-03-16:10,46.8
2023-04-03-16:25,50.82
2023-04-03-16:40,45.9
2023-04-03-16:55,48.91
2023-04-03-17:10,48.2
2023-04-03-17:25,54.31
2023-04-03-17:41,48.31
2023-04-03-17:56,54.5
2023-04-03-18:11,43.95
2023-04-03-18:26,41.52
2023-04-03-18:41,50.76
2023-04-03-18:56,50.94
2023-04-03-19:11,50.45
2023-04-03-19:26,47.51
2023-04-03-19:41,47.55
2023-04-03-19:56,43.13
2023-04-03-20:11,44.66
2023-04-03-20:26,42.65
2023-04-03-20:41,42.24
2023-04-03-20:56,44.41
2023-04-03-21:11,41.54
2023-04-03-21:27,46.51
2023-04-03-21:42,54.44
2023-04-03-21:57,52.76
2023-04-03-22:12,41.66
2023-04-03-22:27,52.64
2023-04-03-22:42,51.44
2023-04-03-22:57,42.92
2023-04-03-23:12,42.26
2023-04-03-23:27,41.66
2023-04-03-23:42,49.67
2023-04-03-23:57,53.17
2023-04-04-0:7,52.39
2023-04-04-0:22,41.79
2023-04-04-0:37,52.2
2023-04-04-0:52,47.28
2023-04-04-1:7,46.83
2023-04-04-1:22,45.98
2023-04-04-1:37,42.21
2023-04-04-1:53,45.35
2023-04-04-2:8,41.64
2023-04-04-2:23,53.46
2023-04-04-2:38,41.11
2023-04-04-2:53,45.6
2023-04-04-3:8,50.36
2023-04-04-3:23,51.22
2023-04-04-3:38,52.22
2023-04-04-3:53,47.15
2023-04-04-4:8,52.24
2023-04-04-4:23,42.99
2023-04-04-4:38,41.23
2023-04-04-4:53,48.39
2023-04-04-5:8,45.79
2023-04-04-5:23,42.93
2023-04-04-5:38,42.69
2023-04-04-5:53,50.58
2023-04-04-6:8,44.02
2023-04-04-6:23,44.78
2023-04-04-6:38,50.36
2023-04-04-6:53,53.74
2023-04-04-7:8,45.24
2023-04-04-7:24,41.61
2023-04-04-7:39,52.07
2023-04-04-7:54,50.07
2023-04-04-8:9,43.54
2023-04-04-8:24,54.05
2023-04-04-8:39,42.57
2023-04-04-8:54,45.22
2023-04-04-9:9,47.66
2023-04-04-9:24,44.4
2023-04-04-9:39,51.88
2023-04-04-9:54,45.43
2023-04-04-10:9,51.46
2023-04-04-10:24,44.84
2023-04-04-10:39,43.74
2023-04-04-10:54,42.25
2023-04-04-11:9,49.23
2023-04-04-11:24,54.18
2023-04-04-11:39,48.47
2023-04-04-11:55,46.9
2023-04-04-12:10,52.2
2023-04-04-12:25,51.6
2023-04-04-12:40,45.61
2023-04-04-12:55,44.52
2023-04-04-13:10,53.3
2023-04-04-13:25,47.37
2023-04-04-13:40,52.06
2023-04-04-13:55,42.47
2023-04-04-14:10,45.92
2023-04-04-14:25,50.74
2023-04-04-14:40,53.42
2023-04-04-14:55,48.32
2023-04-04-15:10,52.93
2023-04-04-15:25,42.47
2023-04-04-15:40,46.75
2023-04-04-15:55,44.6
2023-04-04-16:10,46.8
2023-04-04-16:25,50.82
2023-04-04-16:40,45.9
2023-04-04-16:55,48.91
2023-04-04-17:10,48.2
2023-04-04-17:25,54.31
2023-04-04-17:41,48.31
2023-04-04-17:56,54.5
2023-04-04-18:11,43.95
2023-04-04-18:26,41.52
2023-04-04-18:41,50.76
2023-04-04-18:56,50.94
2023-04-04-19:11,50.45
2023-04-04-19:26,47.51
2023-04-04-19:41,47.55
2023-04-04-19:56,43.13
2023-04-04-20:11,44.66
2023-04-04-20:26,42.65
2023-04-04-20:41,42.24
2023-04-04-20:56,44.41
2023-04-04-21:11,41.54
2023-04-04-21:27,46.51
2023-04-04-21:42,54.44
2023-04-04-21:57,52.76
2023-04-04-22:12,41.66
2023-04-04-22:27,52.64
2023-04-04-22:42,51.44
2023-04-04-22:57,42.92
2023-04-04-23:12,42.26
2023-04-04-23:27,41.66
2023-04-04-23:42,49.67
2023-04-04-23:57,53.17
2023-04-05-0:7,52.39
2023-04-05-0:22,41.79
2023-04-05-0:37,52.2
2023-04-05-0:52,47.28
2023-04-05-1:7,46.83
2023-04-05-1:22,45.98
2023-04-05-1:37,42.21
2023-04-05-1:53,45.35
2023-04-05-2:8,41.64
2023-04-05-2:23,53.46
2023-04-05-2:38,41.11
2023-04-05-2:53,45.6
2023-04-05-3:8,50.36
2023-04-05-3:23,51.22
2023-04-05-3:38,52.22
2023-04-05-3:53,47.15
2023-04-05-4:8,52.24
2023-04-05-4:23,42.99
2023-04-05-4:38,41.23
2023-04-05-4:53,48.39
2023-04-05-5:8,45.79
2023-04-05-5:23,42.93
2023-04-05-5:38,42.69
2023-04-05-5:53,50.58
2023-04-05-6:8,44.02
2023-04-05-6:23,44.78
2023-04-05-6:38,50.36
2023-04-05-6:53,53.74
2023-04-05-7:8,45.24
2023-04-05-7:24,41.61
2023-04-05-7:39,52.07
2023-04-05-7:54,50.07
2023-04-05-8:9,43.54
2023-04-05-8:24,54.05
2023-04-05-8:39,42.57
2023-04-05-8:54,45.22
2023-04-05-9:9,47.66
2023-04-05-9:24,44.4
2023-04-05-9:39,51.88
2023-04-05-9:54,45.43
2023-04-05-10:9,51.46
2023-04-05-10:24,44.84
2023-04-05-10:39,43.74
2023-04-05-10:54,42.25
2023-04-05-11:9,49.23
2023-04-05-11:24,54.18
2023-04-05-11:39,48.47
2023-04-05-11:55,46.9
2023-04-05-12:10,52.2
2023-04-05-12:25,51.6
2023-04-05-12:40,45.61
2023-04-05-12:55,44.52
2023-04-05-13:10,53.3
2023-04-05-13:25,47.37
2023-04-05-13:40,52.06
2023-04-05-13:55,42.47
2023-04-05-14:10,45.92
2023-04-05-14:25,50.74
2023-04-05-14:40,53.42
2023-04-05-14:55,48.32
2023-04-05-15:10,52.93
2023-04-05-15:25,42.47
2023-04-05-15:40,46.75
2023-04-05-15:55,44.6
2023-04-05-16:10,46.8
2023-04-05-16:25,50.82
2023-04-05-16:40,45.9
2023-04-05-16:55,48.91
2023-04-05-17:10,48.2
2023-04-05-17:25,54.31
2023-04-05-17:41,48.31
2023-04-05-17:56,54.5
2023-04-05-18:11,43.95
2023-04-05-18:26,41.52
2023-04-05-18:41,50.76
2023-04-05-18:56,50.94
2023-04-05-19:11,50.45
2023-04-05-19:26,47.51
2023-04-05-19:41,47.55
2023-04-05-19:56,43.13
2023-04-05-20:11,44.66
2023-04-05-20:26,42.65
2023-04-05-20:41,42.24
2023-04-05-20:56,44.41
2023-04-05-21:11,41.54
2023-04-05-21:27,46.51
2023-04-05-21:42,54.44
2023-04-05-21:57,52.76
